Source,Target
N,D
D,A
A,E
E,E
E,G
G,A
A,E
E,G
G,A
A,E
E,G
G,A
A,E
E,G
G,A
A,D
D,D/b7
D/b7,G/3
G/3,G:min(9)/b3
G:min(9)/b3,D/5
D/5,A
A,E
E,G
G,A
A,E
E,G
G,A
A,E
E,G
G,A
A,E
E,G
G,A
A,D
D,D/b7
D/b7,G/3
G/3,G:min(9)/b3
G:min(9)/b3,D/5
D/5,A
A,B
B,F#:min7
F#:min7,B
B,F#:min7
F#:min7,G#:(1)
G#:(1),A
A,B
B,E
E,G
G,A
A,E
E,G
G,A
A,E
E,G
G,A
A,E
E,G
G,A
A,D
D,D/b7
D/b7,G/3
G/3,Bb
Bb,D/5
D/5,A
A,D
D,D/b7
D/b7,G/3
G/3,Bb
Bb,D/5
D/5,A
A,D
D,D:min
D:min,N
N,N
N,D:maj6
D:maj6,D:maj6
D:maj6,G:maj6/3
G:maj6/3,D
D,G:maj6/3
G:maj6/3,E:min
E:min,A
A,D:maj6
D:maj6,B:min7
B:min7,E:min
E:min,A
A,D:min
D:min,G:min/5
G:min/5,D:min
D:min,Bb/3
Bb/3,C/5
C/5,C
C,D:min
D:min,D:min7
D:min7,D:maj6
D:maj6,D:maj6
D:maj6,G:maj6/3
G:maj6/3,D
D,G:maj6/3
G:maj6/3,E:min
E:min,A
A,D:maj6
D:maj6,B:min7
B:min7,E:min
E:min,A
A,D:min
D:min,G:min/5
G:min/5,D:min
D:min,Bb/3
Bb/3,C/5
C/5,C
C,D:min
D:min,D:min7
D:min7,D:maj6
D:maj6,D:maj6
D:maj6,D:maj6/5
D:maj6/5,D:maj6
D:maj6,D:maj6/5
D:maj6/5,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,D
D,D/5
D/5,D
D,D/5
D/5,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,E:min
E:min,A
A,D:maj6
D:maj6,B:min7
B:min7,E:min
E:min,A
A,D:min
D:min,G:min/5
G:min/5,D:min
D:min,Bb/3
Bb/3,C/5
C/5,C
C,D:min
D:min,D:min7
D:min7,D:maj6
D:maj6,D:maj6
D:maj6,D:maj6/5
D:maj6/5,D:maj6
D:maj6,D:maj6/5
D:maj6/5,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,D
D,D/5
D/5,D
D,D/5
D/5,G:maj6/5
G:maj6/5,G:maj6
G:maj6,E:min
E:min,A
A,D:maj6
D:maj6,B:min7
B:min7,E:min
E:min,A
A,D:min
D:min,G:min/5
G:min/5,D:min
D:min,Bb/3
Bb/3,C/5
C/5,C
C,D:min
D:min,D:min7
D:min7,D:maj6
D:maj6,D:maj6
D:maj6,D:maj6/5
D:maj6/5,D:maj6
D:maj6,D:maj6/5
D:maj6/5,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,D
D,D/5
D/5,D
D,D/5
D/5,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,G:maj6/5
G:maj6/5,N
N,N
N,C
C,F:7
F:7,C
C,G
G,F
F,C
C,G:7
G:7,C
C,C:7
C:7,F
F,C
C,G
G,F
F,C
C,G
G,C
C,C:7
C:7,F
F,C
C,G
G,F
F,C
C,A:min
A:min,F#:dim
F#:dim,N
N,N
N,C
C,D#:dim7
D#:dim7,C
C,D#:dim7
D#:dim7,C
C,D#:dim7
D#:dim7,C
C,C
C,D#:dim7
D#:dim7,C
C,D#:dim7
D#:dim7,C
C,D#:dim7
D#:dim7,C
C,D#:dim7
D#:dim7,C
C,D#:dim7
D#:dim7,C
C,D#:dim7
D#:dim7,C
C,C
C,N
N,N
N,A:min
A:min,A:min
A:min,F:maj7
F:maj7,A/5
A/5,D:min
D:min,G:7
G:7,C
C,C/7
C/7,A:7
A:7,D:7
D:7,G:7
G:7,C
C,E
E,A:min
A:min,F:maj7
F:maj7,A
A,D:min
D:min,G:7
G:7,C
C,C/7
C/7,A:7
A:7,D:7
D:7,G:7
G:7,C
C,E
E,A:min
A:min,F:maj7
F:maj7,D:min/b3
D:min/b3,G:9(*3)
G:9(*3),C
C,E
E,A:min
A:min,F:maj7
F:maj7,A
A,D:min
D:min,G:7
G:7,C
C,C/7
C/7,A
A,D:7
D:7,G:7
G:7,C
C,A
A,D:7
D:7,G:7
G:7,C
C,E
E,A:min
A:min,F:maj7
F:maj7,D:min/b3
D:min/b3,G:9(*3)
G:9(*3),C
C,E
E,A:min
A:min,F:maj7
F:maj7,A/5
A/5,D:min
D:min,G:7
G:7,C
C,C/7
C/7,A
A,D:7
D:7,G:7
G:7,C
C,A
A,D:7
D:7,G:7
G:7,C
C,A
A,D:7
D:7,G:7
G:7,C
C,N
N,N
N,B
B,B
B,A
A,G
G,F
F,E
E,E:7
E:7,D
D,D:7
D:7,A
A,A/b7
A/b7,C
C,D
D,A
A,A/b7
A/b7,C
C,D
D,A
A,A
A,A/b7
A/b7,F#:min7
F#:min7,F
F,G
G,A
A,A/b7
A/b7,F
F,B
B,C
C,D
D,E
E,A
A,A/b7
A/b7,C
C,D
D,A
A,A/b7
A/b7,C
C,D
D,A
A,D:maj(11)
D:maj(11),A
A,E
E,D
D,A
A,A/b7
A/b7,F#:min7
F#:min7,F
F,G
G,A
A,A/b7
A/b7,F
F,B
B,C
C,D
D,E
E,N
N,B
B,A
A,G
G,F
F,E
E,B
B,A
A,G
G,F
F,E
E,F
F,B
B,C
C,D
D,E
E,D
D,A
A,A/b7
A/b7,C
C,D
D,A
A,A/b7
A/b7,C
C,D
D,A
A,A
A,A/b7
A/b7,F#:min7
F#:min7,F
F,G
G,A
A,A/b7
A/b7,F
F,B
B,C
C,D
D,E
E,D
D,C
C,B
B,A
A,G
G,F
F,E:7
E:7,D:maj(9)
D:maj(9),C:maj(#11)
C:maj(#11),G/3
G/3,A
A,G
G,F
F,E:7
E:7,D:maj(9)
D:maj(9),C:maj(#11)
C:maj(#11),G/3
G/3,A
A,G
G,F
F,E:7
E:7,D:maj(9)
D:maj(9),C:maj(#11)
C:maj(#11),G/3
G/3,A
A,G
G,F
F,E:7
E:7,N
N,N
N,F:maj6
F:maj6,C
C,G
G,A:min
A:min,G
G,A:min
A:min,G
G,G
G,D:min7/4
D:min7/4,F:maj/9
F:maj/9,C
C,C/7
C/7,A:min
A:min,C/5
C/5,F
F,Ab
Ab,C
C,C/5
C/5,A:min
A:min,C/5
C/5,F
F,Bb
Bb,C
C,F:maj6
F:maj6,C
C,G
G,A:min
A:min,G
G,A:min
A:min,G
G,G
G,D:min7/4
D:min7/4,F:maj/9
F:maj/9,C
C,C/7
C/7,A:min
A:min,C/5
C/5,F
F,Ab
Ab,C
C,C/7
C/7,A:min
A:min,C/5
C/5,F
F,Bb
Bb,C
C,F:maj6
F:maj6,C
C,G
G,A:min
A:min,G
G,A:min
A:min,G
G,G
G,D:min7/4
D:min7/4,F:maj/9
F:maj/9,C
C,C/7
C/7,A:min
A:min,C/5
C/5,F
F,Ab
Ab,C
C,C/7
C/7,A:min
A:min,C/5
C/5,F
F,Bb
Bb,C
C,F:maj6
F:maj6,C
C,G
G,A:min
A:min,G
G,A:min
A:min,G
G,G
G,D:min7/4
D:min7/4,F:maj/9
F:maj/9,C
C,C/7
C/7,A:min
A:min,C/5
C/5,F
F,Ab
Ab,C
C,C/7
C/7,A:min
A:min,C/5
C/5,F
F,Bb
Bb,C
C,C/7
C/7,A:min
A:min,C/5
C/5,F
F,Ab
Ab,Ab
Ab,Ab/7
Ab/7,Ab/b7
Ab/b7,F:7
F:7,C
C,C
C,N
N,N
N,F
F,A:min/5
A:min/5,A:dim/b5
A:dim/b5,Eb
Eb,A:dim7/b3
A:dim7/b3,G:min/5
G:min/5,F/5
F/5,Eb/5
Eb/5,Bb
Bb,Bb
Bb,F:min
F:min,G:7
G:7,Eb
Eb,G
G,Eb
Eb,Bb
Bb,F
F,F:maj7
F:maj7,F:7
F:7,F#:dim
F#:dim,G:min
G:min,F
F,Eb
Eb,Eb
Eb,F
F,Bb
Bb,F/3
F/3,G:min
G:min,F
F,Eb
Eb,F
F,Eb
Eb,Bb
Bb,Bb
Bb,F:min
F:min,F:min/b7
F:min/b7,D:dim
D:dim,Eb
Eb,F
F,G
G,Eb
Eb,Bb
Bb,F
F,A:min/5
A:min/5,F:7/b7
F:7/b7,Eb
Eb,Eb:dim
Eb:dim,G:min/5
G:min/5,G:min/b7
G:min/b7,Eb
Eb,Eb/3
Eb/3,F:(1)
F:(1),Eb
Eb,F
F,Bb
Bb,Eb/3
Eb/3,Eb/2
Eb/2,Eb
Eb,F
F,Eb
Eb,Bb
Bb,Bb
Bb,F:min
F:min,F:min/b7
F:min/b7,D:dim
D:dim,Eb
Eb,F
F,G
G,Eb
Eb,Bb
Bb,F
F,A:min/5
A:min/5,A:dim/b3
A:dim/b3,Eb
Eb,Eb:dim
Eb:dim,G:min/5
G:min/5,G:min/b7
G:min/b7,Eb
Eb,G:(1)
G:(1),F:(1)
F:(1),Eb
Eb,F
F,Bb
Bb,G:(1)
G:(1),F:(1)
F:(1),Eb
Eb,F
F,Eb
Eb,Bb
Bb,Bb
Bb,F:min
F:min,F:min7
F:min7,G/5
G/5,Eb
Eb,F
F,G
G,Eb
Eb,Bb
Bb,G:min
G:min,Eb
Eb,Bb
Bb,Eb
Eb,F
F,Eb
Eb,Bb
Bb,Bb/b7
Bb/b7,Bb
Bb,N
N,Bb:(1)
Bb:(1),Bb
Bb,N
N,Bb
Bb,N
N,N
N,D
D,A
A,E
E,E
E,G
G,A
A,E
E,G
G,A
A,E
E,G
G,A
A,E
E,G
G,A
A,D
D,D/b7
D/b7,G/3
G/3,G:min(9)/b3
G:min(9)/b3,D/5
D/5,A
A,E
E,G
G,A
A,E
E,G
G,A
A,E
E,G
G,A
A,E
E,G
G,A
A,D
D,D/b7
D/b7,G/3
G/3,G:min(9)/b3
G:min(9)/b3,D/5
D/5,A
A,B
B,F#:min7
F#:min7,B
B,F#:min7
F#:min7,G#:(1)
G#:(1),A
A,B
B,E
E,G
G,A
A,E
E,G
G,A
A,E
E,G
G,A
A,E
E,G
G,A
A,D
D,D/b7
D/b7,G/3
G/3,Bb
Bb,D/5
D/5,A
A,D
D,D/b7
D/b7,G/3
G/3,Bb
Bb,D/5
D/5,A
A,D
D,D:min
D:min,N
N,N
N,D:maj6
D:maj6,D:maj6
D:maj6,G:maj6/3
G:maj6/3,D
D,G:maj6/3
G:maj6/3,E:min
E:min,A
A,D:maj6
D:maj6,B:min7
B:min7,E:min
E:min,A
A,D:min
D:min,G:min/5
G:min/5,D:min
D:min,Bb/3
Bb/3,C/5
C/5,C
C,D:min
D:min,D:min7
D:min7,D:maj6
D:maj6,D:maj6
D:maj6,G:maj6/3
G:maj6/3,D
D,G:maj6/3
G:maj6/3,E:min
E:min,A
A,D:maj6
D:maj6,B:min7
B:min7,E:min
E:min,A
A,D:min
D:min,G:min/5
G:min/5,D:min
D:min,Bb/3
Bb/3,C/5
C/5,C
C,D:min
D:min,D:min7
D:min7,D:maj6
D:maj6,D:maj6
D:maj6,D:maj6/5
D:maj6/5,D:maj6
D:maj6,D:maj6/5
D:maj6/5,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,D
D,D/5
D/5,D
D,D/5
D/5,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,E:min
E:min,A
A,D:maj6
D:maj6,B:min7
B:min7,E:min
E:min,A
A,D:min
D:min,G:min/5
G:min/5,D:min
D:min,Bb/3
Bb/3,C/5
C/5,C
C,D:min
D:min,D:min7
D:min7,D:maj6
D:maj6,D:maj6
D:maj6,D:maj6/5
D:maj6/5,D:maj6
D:maj6,D:maj6/5
D:maj6/5,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,D
D,D/5
D/5,D
D,D/5
D/5,G:maj6/5
G:maj6/5,G:maj6
G:maj6,E:min
E:min,A
A,D:maj6
D:maj6,B:min7
B:min7,E:min
E:min,A
A,D:min
D:min,G:min/5
G:min/5,D:min
D:min,Bb/3
Bb/3,C/5
C/5,C
C,D:min
D:min,D:min7
D:min7,D:maj6
D:maj6,D:maj6
D:maj6,D:maj6/5
D:maj6/5,D:maj6
D:maj6,D:maj6/5
D:maj6/5,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,D
D,D/5
D/5,D
D,D/5
D/5,G:maj6/5
G:maj6/5,G:maj6/2
G:maj6/2,G:maj6/5
G:maj6/5,N
N,N
N,C
C,F:7
F:7,C
C,G
G,F
F,C
C,G:7
G:7,C
C,C:7
C:7,F
F,C
C,G
G,F
F,C
C,G
G,C
C,C:7
C:7,F
F,C
C,G
G,F
F,C
C,A:min
A:min,F#:dim
F#:dim,N
N,N
N,C
C,D#:dim7
D#:dim7,C
C,D#:dim7
D#:dim7,C
C,D#:dim7
D#:dim7,C
C,C
C,D#:dim7
D#:dim7,C
C,D#:dim7
D#:dim7,C
C,D#:dim7
D#:dim7,C
C,D#:dim7
D#:dim7,C
C,D#:dim7
D#:dim7,C
C,D#:dim7
D#:dim7,C
C,C
C,N
N,N
N,A:min
A:min,A:min
A:min,F:maj7
F:maj7,A/5
A/5,D:min
D:min,G:7
G:7,C
C,C/7
C/7,A:7
A:7,D:7
D:7,G:7
G:7,C
C,E
E,A:min
A:min,F:maj7
F:maj7,A
A,D:min
D:min,G:7
G:7,C
C,C/7
C/7,A:7
A:7,D:7
D:7,G:7
G:7,C
C,E
E,A:min
A:min,F:maj7
F:maj7,D:min/b3
D:min/b3,G:9(*3)
G:9(*3),C
C,E
E,A:min
A:min,F:maj7
F:maj7,A
A,D:min
D:min,G:7
G:7,C
C,C/7
C/7,A
A,D:7
D:7,G:7
G:7,C
C,A
A,D:7
D:7,G:7
G:7,C
C,E
E,A:min
A:min,F:maj7
F:maj7,D:min/b3
D:min/b3,G:9(*3)
G:9(*3),C
C,E
E,A:min
A:min,F:maj7
F:maj7,A/5
A/5,D:min
D:min,G:7
G:7,C
C,C/7
C/7,A
A,D:7
D:7,G:7
G:7,C
C,A
A,D:7
D:7,G:7
G:7,C
C,A
A,D:7
D:7,G:7
G:7,C
C,N
N,N
N,B
B,B/7
B/7,B/6
B/6,B/5
B/5,E:maj6
E:maj6,C#:min7
C#:min7,F#:sus4
F#:sus4,F#
F#,B
B,B/7
B/7,B/6
B/6,B/5
B/5,B:min
B:min,G#:hdim7
G#:hdim7,G:maj7
G:maj7,F#:sus4
F#:sus4,F#
F#,F#:sus4
F#:sus4,F#
F#,B
B,B/7
B/7,B/6
B/6,B/5
B/5,E:maj6
E:maj6,C#:min7
C#:min7,F#:sus4
F#:sus4,F#
F#,B
B,B/7
B/7,B/6
B/6,B/5
B/5,B:min
B:min,G#:hdim7
G#:hdim7,G:maj7
G:maj7,F#:sus4
F#:sus4,F#
F#,E
E,A
A,A/3
A/3,D
D,A
A,A/3
A/3,D
D,F#
F#,B
B,B/7
B/7,B/6
B/6,B/5
B/5,E:maj6
E:maj6,C#:min7
C#:min7,F#:sus4
F#:sus4,F#
F#,B
B,B/7
B/7,B/6
B/6,B/5
B/5,B:min
B:min,G#:hdim7
G#:hdim7,G:maj7
G:maj7,F#:sus4
F#:sus4,F#
F#,F#:sus4
F#:sus4,F#
F#,B
B,B/7
B/7,B/6
B/6,B/5
B/5,E:maj6
E:maj6,C#:min7
C#:min7,F#:sus4
F#:sus4,F#
F#,B
B,B/7
B/7,B/6
B/6,B/5
B/5,B:min
B:min,G#:hdim7
G#:hdim7,G:maj7
G:maj7,F#:sus4
F#:sus4,F#
F#,E
E,A
A,A/3
A/3,D
D,A
A,A/3
A/3,D
D,F#
F#,B
B,B/7
B/7,B/6
B/6,B/5
B/5,E:maj6
E:maj6,C#:min7
C#:min7,F#:sus4
F#:sus4,F#
F#,B
B,B/7
B/7,B/6
B/6,B/5
B/5,B:min
B:min,G#:hdim7
G#:hdim7,G:maj7
G:maj7,F#:sus4
F#:sus4,F#
F#,F#:sus4
F#:sus4,F#
F#,B
B,B/7
B/7,B/6
B/6,B/5
B/5,E:maj6
E:maj6,C#:min7
C#:min7,F#:sus4
F#:sus4,F#
F#,B
B,B/7
B/7,B/6
B/6,B/5
B/5,B:min
B:min,G#:hdim7
G#:hdim7,G:maj7
G:maj7,F#:sus4
F#:sus4,F#
F#,E
E,A
A,A/3
A/3,D
D,A
A,A/3
A/3,D
D,F#
F#,B
B,B/3
B/3,E
E,B
B,B/3
B/3,E
E,E/5
E/5,B
B,N
N,N
N,G
G,G/5
G/5,C/9
C/9,G
G,C/5
C/5,G:7
G:7,C/5
C/5,G:7
G:7,C/5
C/5,G
G,C/5
C/5,G:7
G:7,G
G,F/9
F/9,F
F,G
G,C
C,G
G,F/9
F/9,F
F,G
G,C
C,G
G,C
C,G
G,G
G,F/9
F/9,F
F,G
G,C
C,G
G,F/9
F/9,F
F,G
G,C
C,G
G,C
C,G
G,C
C,Bb
Bb,G/3
G/3,C
C,G
G,C
C,G
G,C
C,G
G,C
C,G
G,C/5
C/5,G
G,G
G,F
F,G
G,C
C,G
G,F
F,G
G,C
C,G
G,C
C,G
G,C
C,Bb
Bb,G/3
G/3,C
C,G
G,C
C,G
G,C
C,G
G,C
C,G
G,C
C,G
G,C
C,G
G,C
C,G
G,N
N,N
N,D
D,G
G,D
D,G
G,C
C,D
D,G
G,D/3
D/3,E:min
E:min,E:min/b7
E:min/b7,G
G,D/3
D/3,E:min
E:min,E:min/b7
E:min/b7,A:min
A:min,G
G,D/3
D/3,F#:dim/b7
F#:dim/b7,D
D,D/b7
D/b7,G/3
G/3,D
D,G
G,D/3
D/3,E:min
E:min,E:min/b7
E:min/b7,G
G,D/3
D/3,E:min
E:min,E:min/b7
E:min/b7,A:min
A:min,G
G,D/3
D/3,D:7/2
D:7/2,D
D,D/b7
D/b7,G/3
G/3,D
D,G
G,D/3
D/3,E:min
E:min,E:min/b7
E:min/b7,G
G,D/3
D/3,E:min
E:min,E:min/b7
E:min/b7,A:min
A:min,G
G,D/3
D/3,D:7/2
D:7/2,D
D,D/b7
D/b7,G
G,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,B
B,E:min
E:min,G:maj7/5
G:maj7/5,C
C,D
D,G
G,G
G,D/3
D/3,E:min
E:min,E:min/b7
E:min/b7,G
G,D/3
D/3,E:min
E:min,E:min/b7
E:min/b7,A:min
A:min,G
G,D/3
D/3,D:7/2
D:7/2,D
D,D/b7
D/b7,G
G,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,B
B,E:min
E:min,E:min/b7
E:min/b7,C
C,D
D,G
G,G
G,D/3
D/3,E:min
E:min,E:min/b7
E:min/b7,G
G,D/3
D/3,E:min
E:min,E:min/b7
E:min/b7,A:min
A:min,G
G,D/3
D/3,D:7
D:7,D
D,D/b7
D/b7,G
G,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,B
B,E:min
E:min,C
C,D
D,G
G,G
G,A
A,D
D,G
G,A
A,D
D,G
G,B
B,E:min
E:min,E:min/b7
E:min/b7,C
C,D
D,G
G,N
